"","team_fifa_api_id","team_api_id","team_long_name","team_short_name","date","buildUpPlaySpeed","buildUpPlaySpeedClass","buildUpPlayDribbling","buildUpPlayDribblingClass","buildUpPlayPassing","buildUpPlayPassingClass","buildUpPlayPositioningClass","chanceCreationPassing","chanceCreationPassingClass","chanceCreationCrossing","chanceCreationCrossingClass","chanceCreationShooting","chanceCreationShootingClass","chanceCreationPositioningClass","defencePressure","defencePressureClass","defenceAggression","defenceAggressionClass","defenceTeamWidth","defenceTeamWidthClass","defenceDefenderLineClass"
"1092",461,10267,"Valencia CF","VAL","2014-09-19 00:00:00",30,"Slow",45,"Normal",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal","Cover"
"1095",462,10281,"Real Valladolid","VAL","2015-09-10 00:00:00",43,"Balanced",40,"Normal",65,"Mixed","Organised",39,"Normal",51,"Normal",57,"Normal","Organised",47,"Medium",40,"Press",47,"Normal","Cover"
"1097",462,10281,"Real Valladolid","VAL","2014-09-19 00:00:00",55,"Balanced",44,"Normal",54,"Mixed","Organised",58,"Normal",68,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal","Cover"
"1101",467,8372,"SD Eibar","EIB","2015-09-10 00:00:00",62,"Balanced",51,"Normal",52,"Mixed","Organised",59,"Normal",55,"Normal",52,"Normal","Organised",37,"Medium",56,"Press",49,"Normal","Cover"
"1102",467,8372,"SD Eibar","EIB","2014-09-19 00:00:00",62,"Balanced",51,"Normal",52,"Mixed","Organised",60,"Normal",55,"Normal",64,"Normal","Organised",37,"Medium",56,"Press",49,"Normal","Cover"
"1104",468,10268,"Elche CF","ELC","2015-09-10 00:00:00",51,"Balanced",52,"Normal",48,"Mixed","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","Cover"
"1106",468,10268,"Elche CF","ELC","2014-09-19 00:00:00",55,"Balanced",47,"Normal",69,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","Cover"
"1112",47,8564,"Milan","ACM","2014-09-19 00:00:00",48,"Balanced",70,"Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",75,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
"1113",47,8564,"Milan","ACM","2015-09-10 00:00:00",48,"Balanced",70,"Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",69,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
"1116",472,8306,"UD Las Palmas","LAS","2015-09-10 00:00:00",48,"Balanced",55,"Normal",44,"Mixed","Organised",53,"Normal",42,"Normal",53,"Normal","Organised",53,"Medium",39,"Press",57,"Normal","Cover"
"1117",472,8306,"UD Las Palmas","LAS","2014-09-19 00:00:00",48,"Balanced",55,"Normal",44,"Mixed","Organised",53,"Normal",42,"Normal",53,"Normal","Organised",53,"Medium",39,"Press",57,"Normal","Cover"
"1122",477,8388,"CD Numancia","NUM","2015-09-10 00:00:00",44,"Balanced",48,"Normal",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
"1123",477,8388,"CD Numancia","NUM","2014-09-19 00:00:00",44,"Balanced",48,"Normal",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
"1129",479,8371,"CA Osasuna","OSA","2014-09-19 00:00:00",38,"Balanced",53,"Normal",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",65,"Normal","Cover"
"1130",479,8371,"CA Osasuna","OSA","2015-09-10 00:00:00",38,"Balanced",53,"Normal",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","Cover"
"1135",48,9875,"Napoli","NAP","2015-09-10 00:00:00",53,"Balanced",70,"Lots",37,"Mixed","Organised",68,"Risky",54,"Normal",67,"Lots","Organised",47,"Medium",57,"Press",53,"Normal","Offside Trap"
"1136",48,9875,"Napoli","NAP","2014-09-19 00:00:00",72,"Fast",74,"Lots",34,"Mixed","Organised",76,"Risky",66,"Normal",73,"Lots","Organised",61,"Medium",59,"Press",39,"Normal","Cover"
"1139",480,8370,"Rayo Vallecano","RAY","2014-09-19 00:00:00",45,"Balanced",52,"Normal",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","Cover"
"1141",480,8370,"Rayo Vallecano","RAY","2015-09-10 00:00:00",29,"Slow",52,"Normal",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",54,"Medium",52,"Press",63,"Normal","Cover"
"1145",481,8302,"Sevilla FC","SEV","2015-09-10 00:00:00",53,"Balanced",53,"Normal",53,"Mixed","Organised",53,"Normal",52,"Normal",60,"Normal","Organised",42,"Medium",48,"Press",59,"Normal","Cover"
"1146",481,8302,"Sevilla FC","SEV","2014-09-19 00:00:00",65,"Balanced",53,"Normal",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal","Cover"
"1153",483,10205,"Villarreal CF","VIL","2015-09-10 00:00:00",48,"Balanced",42,"Normal",36,"Mixed","Free Form",36,"Normal",52,"Normal",55,"Normal","Free Form",47,"Medium",48,"Press",44,"Normal","Cover"
"1154",483,10205,"Villarreal CF","VIL","2014-09-19 00:00:00",35,"Balanced",42,"Normal",35,"Mixed","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal","Cover"
"1157",485,9904,"Hannover 96","HAN","2014-09-19 00:00:00",48,"Balanced",55,"Normal",38,"Mixed","Organised",38,"Normal",51,"Normal",40,"Normal","Organised",37,"Medium",48,"Press",56,"Normal","Cover"
"1161",485,9904,"Hannover 96","HAN","2015-09-10 00:00:00",48,"Balanced",55,"Normal",41,"Mixed","Organised",38,"Normal",51,"Normal",40,"Normal","Organised",35,"Medium",50,"Press",61,"Normal","Cover"
"1165",5,8455,"Chelsea","CHE","2014-09-19 00:00:00",67,"Fast",52,"Normal",38,"Mixed","Organised",41,"Normal",61,"Normal",68,"Lots","Organised",39,"Medium",41,"Press",46,"Normal","Cover"
"1168",5,8455,"Chelsea","CHE","2015-09-10 00:00:00",67,"Fast",41,"Normal",36,"Mixed","Organised",41,"Normal",34,"Normal",44,"Normal","Organised",39,"Medium",41,"Press",46,"Normal","Cover"
"1171",50,10167,"Parma","PAR","2014-09-19 00:00:00",48,"Balanced",71,"Lots",33,"Short","Organised",69,"Risky",62,"Normal",45,"Normal","Organised",54,"Medium",66,"Press",46,"Normal","Offside Trap"
"1173",50,10167,"Parma","PAR","2015-09-10 00:00:00",48,"Balanced",66,"Normal",33,"Short","Organised",69,"Risky",62,"Normal",45,"Normal","Organised",43,"Medium",43,"Press",46,"Normal","Cover"
"1176",52,8686,"Roma","ROM","2015-09-10 00:00:00",68,"Fast",27,"Little",47,"Mixed","Organised",71,"Risky",54,"Normal",66,"Normal","Free Form",36,"Medium",57,"Press",48,"Normal","Cover"
"1177",52,8686,"Roma","ROM","2014-09-19 00:00:00",67,"Fast",48,"Normal",38,"Mixed","Organised",73,"Risky",64,"Normal",56,"Normal","Free Form",36,"Medium",57,"Press",34,"Normal","Cover"
"1181",54,9804,"Torino","TOR","2014-09-19 00:00:00",76,"Fast",69,"Lots",64,"Mixed","Organised",64,"Normal",72,"Lots",53,"Normal","Organised",39,"Medium",34,"Press",52,"Normal","Cover"
"1184",54,9804,"Torino","TOR","2015-09-10 00:00:00",69,"Fast",69,"Lots",36,"Mixed","Organised",37,"Normal",69,"Lots",53,"Normal","Organised",39,"Medium",46,"Press",52,"Normal","Cover"
"1190",55,8600,"Udinese","UDI","2014-09-19 00:00:00",71,"Fast",71,"Lots",63,"Mixed","Organised",69,"Risky",78,"Lots",52,"Normal","Organised",40,"Medium",46,"Press",57,"Normal","Cover"
"1191",55,8600,"Udinese","UDI","2015-09-10 00:00:00",68,"Fast",54,"Normal",63,"Mixed","Organised",69,"Risky",68,"Lots",52,"Normal","Organised",40,"Medium",57,"Press",57,"Normal","Cover"
"1195",57,8583,"AJ Auxerre","AUX","2014-09-19 00:00:00",64,"Balanced",55,"Normal",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",36,"Normal","Cover"
"1196",57,8583,"AJ Auxerre","AUX","2015-09-10 00:00:00",64,"Balanced",55,"Normal",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",40,"Normal","Cover"
"1200",571,8479,"RC Recreativo","HUE","2015-09-10 00:00:00",37,"Balanced",38,"Normal",43,"Mixed","Organised",30,"Safe",42,"Normal",37,"Normal","Organised",40,"Medium",49,"Press",54,"Normal","Cover"
"1201",571,8479,"RC Recreativo","HUE","2014-09-19 00:00:00",41,"Balanced",53,"Normal",54,"Mixed","Organised",45,"Normal",50,"Normal",35,"Normal","Organised",40,"Medium",49,"Press",62,"Normal","Cover"
"1206",573,9864,"Málaga CF","MAL","2015-09-10 00:00:00",42,"Balanced",51,"Normal",36,"Mixed","Organised",41,"Normal",40,"Normal",50,"Normal","Organised",47,"Medium",37,"Press",52,"Normal","Offside Trap"
"1210",573,9864,"Málaga CF","MAL","2014-09-19 00:00:00",45,"Balanced",42,"Normal",36,"Mixed","Organised",69,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal","Cover"
"1212",58,7794,"SC Bastia","BAS","2014-09-19 00:00:00",67,"Fast",61,"Normal",43,"Mixed","Organised",56,"Normal",51,"Normal",49,"Normal","Organised",39,"Medium",47,"Press",48,"Normal","Cover"
"1213",58,7794,"SC Bastia","BAS","2015-09-10 00:00:00",61,"Balanced",61,"Normal",52,"Mixed","Organised",56,"Normal",51,"Normal",49,"Normal","Organised",44,"Medium",55,"Press",48,"Normal","Cover"
"1217",59,9827,"Girondins de Bordeaux","BOR","2014-09-19 00:00:00",38,"Balanced",49,"Normal",36,"Mixed","Organised",49,"Normal",55,"Normal",51,"Normal","Organised",37,"Medium",33,"Contain",49,"Normal","Cover"
"1222",59,9827,"Girondins de Bordeaux","BOR","2015-09-10 00:00:00",51,"Balanced",40,"Normal",48,"Mixed","Organised",49,"Normal",63,"Normal",44,"Normal","Organised",57,"Medium",52,"Press",49,"Normal","Cover"
"1225",614,8576,"AC Ajaccio","AJA","2015-09-10 00:00:00",59,"Balanced",57,"Normal",52,"Mixed","Organised",48,"Normal",38,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
"1227",614,8576,"AC Ajaccio","AJA","2014-09-19 00:00:00",59,"Balanced",57,"Normal",52,"Mixed","Organised",48,"Normal",38,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
"1230",62,9747,"En Avant de Guingamp","GUI","2015-09-10 00:00:00",63,"Balanced",37,"Normal",58,"Mixed","Organised",42,"Normal",56,"Normal",36,"Normal","Organised",49,"Medium",47,"Press",49,"Normal","Cover"
"1232",62,9747,"En Avant de Guingamp","GUI","2014-09-19 00:00:00",63,"Balanced",58,"Normal",48,"Mixed","Organised",53,"Normal",49,"Normal",48,"Normal","Organised",43,"Medium",47,"Press",49,"Normal","Cover"
"1234",620,8066,"Inverness Caledonian Thistle","INV","2015-09-10 00:00:00",48,"Balanced",47,"Normal",32,"Short","Organised",57,"Normal",48,"Normal",69,"Lots","Free Form",44,"Medium",44,"Press",51,"Normal","Cover"
"1236",620,8066,"Inverness Caledonian Thistle","INV","2014-09-19 00:00:00",61,"Balanced",49,"Normal",59,"Mixed","Organised",50,"Normal",57,"Normal",55,"Normal","Organised",43,"Medium",41,"Press",46,"Normal","Cover"
"1239",631,8649,"Ross County FC","ROS","2015-09-10 00:00:00",45,"Balanced",48,"Normal",60,"Mixed","Organised",46,"Normal",49,"Normal",58,"Normal","Organised",36,"Medium",53,"Press",34,"Normal","Cover"
"1241",631,8649,"Ross County FC","ROS","2014-09-19 00:00:00",34,"Balanced",50,"Normal",34,"Mixed","Organised",44,"Normal",38,"Normal",38,"Normal","Organised",39,"Medium",51,"Press",44,"Normal","Cover"
"1245",64,8588,"RC Lens","LEN","2015-09-10 00:00:00",64,"Balanced",44,"Normal",50,"Mixed","Organised",49,"Normal",53,"Normal",46,"Normal","Organised",46,"Medium",44,"Press",49,"Normal","Cover"
"1246",64,8588,"RC Lens","LEN","2014-09-19 00:00:00",64,"Balanced",52,"Normal",49,"Mixed","Organised",49,"Normal",53,"Normal",34,"Normal","Organised",46,"Medium",44,"Press",49,"Normal","Cover"
"1250",647,7788,"SC Cambuur","CAM","2015-09-10 00:00:00",43,"Balanced",36,"Normal",57,"Mixed","Organised",46,"Normal",50,"Normal",38,"Normal","Organised",42,"Medium",49,"Press",47,"Normal","Cover"
"1251",647,7788,"SC Cambuur","CAM","2014-09-19 00:00:00",45,"Balanced",39,"Normal",42,"Mixed","Organised",46,"Normal",56,"Normal",57,"Normal","Organised",42,"Medium",49,"Press",47,"Normal","Cover"
"1252",65,8639,"LOSC Lille","LIL","2015-09-10 00:00:00",45,"Balanced",36,"Normal",43,"Mixed","Organised",68,"Risky",52,"Normal",64,"Normal","Organised",59,"Medium",42,"Press",48,"Normal","Cover"
"1255",65,8639,"LOSC Lille","LIL","2014-09-19 00:00:00",45,"Balanced",65,"Normal",42,"Mixed","Organised",68,"Risky",52,"Normal",49,"Normal","Organised",59,"Medium",42,"Press",48,"Normal","Cover"
"1259",650,10217,"ADO Den Haag","HAA","2015-09-10 00:00:00",56,"Balanced",40,"Normal",66,"Mixed","Organised",55,"Normal",52,"Normal",38,"Normal","Organised",40,"Medium",50,"Press",52,"Normal","Cover"
"1263",650,10217,"ADO Den Haag","HAA","2014-09-19 00:00:00",58,"Balanced",47,"Normal",55,"Mixed","Organised",55,"Normal",52,"Normal",44,"Normal","Organised",57,"Medium",50,"Press",52,"Normal","Cover"
"1268",66,9748,"Olympique Lyonnais","LYO","2015-09-10 00:00:00",49,"Balanced",60,"Normal",52,"Mixed","Organised",49,"Normal",54,"Normal",67,"Lots","Organised",46,"Medium",47,"Press",47,"Normal","Cover"
"1269",66,9748,"Olympique Lyonnais","LYO","2014-09-19 00:00:00",49,"Balanced",60,"Normal",52,"Mixed","Organised",49,"Normal",54,"Normal",67,"Lots","Organised",46,"Medium",47,"Press",47,"Normal","Cover"
"1270",665,10238,"Vitória Setúbal","SET","2014-09-19 00:00:00",56,"Balanced",49,"Normal",42,"Mixed","Organised",54,"Normal",52,"Normal",52,"Normal","Organised",37,"Medium",37,"Press",58,"Normal","Cover"
"1273",665,10238,"Vitória Setúbal","SET","2015-09-10 00:00:00",58,"Balanced",49,"Normal",42,"Mixed","Organised",54,"Normal",52,"Normal",52,"Normal","Organised",37,"Medium",37,"Press",58,"Normal","Cover"
"1276",670,9986,"Sporting Charleroi","CHA","2014-09-19 00:00:00",60,"Balanced",47,"Normal",53,"Mixed","Organised",48,"Normal",50,"Normal",48,"Normal","Organised",42,"Medium",48,"Press",49,"Normal","Cover"
"1277",670,9986,"Sporting Charleroi","CHA","2015-09-10 00:00:00",60,"Balanced",47,"Normal",53,"Mixed","Organised",48,"Normal",50,"Normal",48,"Normal","Organised",39,"Medium",48,"Press",49,"Normal","Cover"
"1284",673,9987,"KRC Genk","GEN","2014-09-19 00:00:00",58,"Balanced",52,"Normal",38,"Mixed","Organised",67,"Risky",48,"Normal",56,"Normal","Organised",47,"Medium",45,"Press",55,"Normal","Cover"
"1285",673,9987,"KRC Genk","GEN","2015-09-10 00:00:00",58,"Balanced",52,"Normal",38,"Mixed","Organised",30,"Safe",69,"Lots",56,"Normal","Organised",36,"Medium",57,"Press",70,"Wide","Cover"
"1289",674,9991,"KAA Gent","GEN","2015-09-10 00:00:00",50,"Balanced",55,"Normal",37,"Mixed","Organised",42,"Normal",66,"Normal",34,"Normal","Organised",49,"Medium",54,"Press",52,"Normal","Cover"
"1292",674,9991,"KAA Gent","GEN","2014-09-19 00:00:00",50,"Balanced",55,"Normal",37,"Mixed","Organised",28,"Safe",66,"Normal",34,"Normal","Organised",55,"Medium",59,"Press",52,"Normal","Cover"
"1298",68,8550,"FC Metz","MET","2014-09-19 00:00:00",55,"Balanced",42,"Normal",49,"Mixed","Organised",49,"Normal",54,"Normal",53,"Normal","Organised",46,"Medium",54,"Press",50,"Normal","Cover"
"1300",68,8550,"FC Metz","MET","2015-09-10 00:00:00",55,"Balanced",48,"Normal",49,"Mixed","Organised",46,"Normal",54,"Normal",53,"Normal","Organised",39,"Medium",46,"Press",42,"Normal","Cover"
"1308",681,10001,"KVC Westerlo","WES","2015-09-10 00:00:00",52,"Balanced",46,"Normal",50,"Mixed","Organised",57,"Normal",55,"Normal",32,"Little","Organised",48,"Medium",45,"Press",53,"Normal","Cover"
"1309",682,8573,"KV Oostende","OOS","2014-09-19 00:00:00",52,"Balanced",49,"Normal",54,"Mixed","Organised",45,"Normal",42,"Normal",53,"Normal","Organised",42,"Medium",47,"Press",44,"Normal","Cover"
"1310",682,8573,"KV Oostende","OOS","2015-09-10 00:00:00",52,"Balanced",49,"Normal",54,"Mixed","Organised",45,"Normal",42,"Normal",53,"Normal","Organised",42,"Medium",47,"Press",44,"Normal","Cover"
"1312",69,9829,"AS Monaco","MON","2014-09-19 00:00:00",52,"Balanced",68,"Lots",48,"Mixed","Organised",37,"Normal",37,"Normal",37,"Normal","Organised",35,"Medium",34,"Press",51,"Normal","Cover"
"1313",69,9829,"AS Monaco","MON","2015-09-10 00:00:00",52,"Balanced",42,"Normal",43,"Mixed","Organised",54,"Normal",56,"Normal",23,"Little","Organised",56,"Medium",62,"Press",51,"Normal","Cover"
"1317",7,8668,"Everton","EVE","2015-09-10 00:00:00",43,"Balanced",45,"Normal",40,"Mixed","Organised",39,"Normal",33,"Little",63,"Normal","Organised",52,"Medium",58,"Press",59,"Normal","Cover"
"1319",7,8668,"Everton","EVE","2014-09-19 00:00:00",61,"Balanced",34,"Normal",42,"Mixed","Organised",39,"Normal",59,"Normal",48,"Normal","Organised",52,"Medium",58,"Press",60,"Normal","Cover"
"1323",70,10249,"Montpellier Hérault SC","MON","2014-09-19 00:00:00",52,"Balanced",58,"Normal",47,"Mixed","Organised",48,"Normal",49,"Normal",52,"Normal","Organised",53,"Medium",56,"Press",48,"Normal","Cover"
"1328",70,10249,"Montpellier Hérault SC","MON","2015-09-10 00:00:00",54,"Balanced",43,"Normal",65,"Mixed","Organised",48,"Normal",49,"Normal",45,"Normal","Organised",53,"Medium",56,"Press",48,"Normal","Cover"
"1329",71,9830,"FC Nantes","NAN","2014-09-19 00:00:00",63,"Balanced",53,"Normal",48,"Mixed","Organised",52,"Normal",55,"Normal",49,"Normal","Organised",47,"Medium",51,"Press",54,"Normal","Cover"
"1334",71,9830,"FC Nantes","NAN","2015-09-10 00:00:00",63,"Balanced",70,"Lots",56,"Mixed","Organised",52,"Normal",55,"Normal",46,"Normal","Organised",39,"Medium",41,"Press",52,"Normal","Cover"
"1336",72,9831,"OGC Nice","NIC","2014-09-19 00:00:00",48,"Balanced",61,"Normal",66,"Mixed","Organised",49,"Normal",66,"Normal",34,"Normal","Organised",56,"Medium",47,"Press",64,"Normal","Cover"
"1339",72,9831,"OGC Nice","NIC","2015-09-10 00:00:00",48,"Balanced",55,"Normal",53,"Mixed","Organised",49,"Normal",66,"Normal",38,"Normal","Organised",57,"Medium",47,"Press",61,"Normal","Cover"
"1344",73,9847,"Paris Saint-Germain","PSG","2015-09-10 00:00:00",49,"Balanced",47,"Normal",34,"Mixed","Organised",62,"Normal",61,"Normal",35,"Normal","Organised",57,"Medium",53,"Press",56,"Normal","Cover"
"1346",73,9847,"Paris Saint-Germain","PSG","2014-09-19 00:00:00",49,"Balanced",70,"Lots",55,"Mixed","Organised",62,"Normal",61,"Normal",68,"Lots","Organised",57,"Medium",53,"Press",56,"Normal","Cover"
"1350",74,9851,"Stade Rennais FC","REN","2015-09-10 00:00:00",64,"Balanced",62,"Normal",41,"Mixed","Organised",49,"Normal",52,"Normal",64,"Normal","Organised",46,"Medium",44,"Press",51,"Normal","Cover"
"1352",74,9851,"Stade Rennais FC","REN","2014-09-19 00:00:00",64,"Balanced",62,"Normal",41,"Mixed","Organised",49,"Normal",52,"Normal",64,"Normal","Organised",46,"Medium",44,"Press",51,"Normal","Cover"
"1355",744,7841,"Rio Ave FC","RA","2014-09-19 00:00:00",66,"Balanced",47,"Normal",44,"Mixed","Organised",58,"Normal",65,"Normal",54,"Normal","Organised",39,"Medium",48,"Press",66,"Normal","Cover"
"1356",744,7841,"Rio Ave FC","RA","2015-09-10 00:00:00",66,"Balanced",47,"Normal",44,"Mixed","Organised",58,"Normal",65,"Normal",54,"Normal","Organised",39,"Medium",48,"Press",66,"Normal","Cover"
"1359",77,8485,"Aberdeen","ABE","2014-09-19 00:00:00",58,"Balanced",64,"Normal",62,"Mixed","Organised",56,"Normal",68,"Lots",57,"Normal","Organised",41,"Medium",42,"Press",60,"Normal","Cover"
"1363",77,8485,"Aberdeen","ABE","2015-09-10 00:00:00",59,"Balanced",64,"Normal",53,"Mixed","Organised",51,"Normal",72,"Lots",63,"Normal","Free Form",49,"Medium",45,"Press",63,"Normal","Cover"
"1367",78,9925,"Celtic","CEL","2015-09-10 00:00:00",54,"Balanced",49,"Normal",53,"Mixed","Organised",51,"Normal",51,"Normal",62,"Normal","Organised",58,"Medium",55,"Press",56,"Normal","Cover"
"1370",78,9925,"Celtic","CEL","2014-09-19 00:00:00",70,"Fast",52,"Normal",58,"Mixed","Organised",55,"Normal",61,"Normal",62,"Normal","Organised",51,"Medium",54,"Press",60,"Normal","Cover"
"1375",80,9860,"Heart of Midlothian","HEA","2014-09-19 00:00:00",55,"Balanced",51,"Normal",62,"Mixed","Organised",55,"Normal",61,"Normal",60,"Normal","Organised",49,"Medium",52,"Press",57,"Normal","Cover"
"1377",81,10251,"Hibernian","HIB","2014-09-19 00:00:00",55,"Balanced",49,"Normal",44,"Mixed","Organised",47,"Normal",43,"Normal",49,"Normal","Organised",43,"Medium",41,"Press",40,"Normal","Cover"
"1382",82,8597,"Kilmarnock","KIL","2014-09-19 00:00:00",56,"Balanced",50,"Normal",61,"Mixed","Organised",56,"Normal",48,"Normal",46,"Normal","Organised",44,"Medium",44,"Press",52,"Normal","Cover"
"1383",82,8597,"Kilmarnock","KIL","2015-09-10 00:00:00",50,"Balanced",48,"Normal",60,"Mixed","Organised",49,"Normal",62,"Normal",47,"Normal","Organised",46,"Medium",46,"Press",52,"Normal","Cover"
"1390",83,9927,"Motherwell","MOT","2015-09-10 00:00:00",64,"Balanced",46,"Normal",55,"Mixed","Organised",44,"Normal",45,"Normal",27,"Little","Organised",37,"Medium",44,"Press",51,"Normal","Cover"
"1392",83,9927,"Motherwell","MOT","2014-09-19 00:00:00",70,"Fast",47,"Normal",55,"Mixed","Organised",42,"Normal",47,"Normal",60,"Normal","Organised",41,"Medium",43,"Press",62,"Normal","Cover"
"1396",86,8548,"Rangers","RAN","2015-09-10 00:00:00",45,"Balanced",53,"Normal",55,"Mixed","Organised",38,"Normal",62,"Normal",53,"Normal","Organised",48,"Medium",48,"Press",55,"Normal","Cover"
"1397",86,8548,"Rangers","RAN","2014-09-19 00:00:00",45,"Balanced",49,"Normal",45,"Mixed","Organised",38,"Normal",62,"Normal",60,"Normal","Organised",48,"Medium",48,"Press",62,"Normal","Cover"
"1400",873,2182,"Lech Poznan","POZ","2014-09-19 00:00:00",67,"Fast",55,"Normal",54,"Mixed","Organised",56,"Normal",62,"Normal",67,"Lots","Organised",47,"Medium",47,"Press",63,"Normal","Cover"
"1405",873,2182,"Lech Poznan","POZ","2015-09-10 00:00:00",57,"Balanced",50,"Normal",40,"Mixed","Free Form",59,"Normal",70,"Lots",67,"Lots","Free Form",50,"Medium",58,"Press",45,"Normal","Cover"
"1409",874,1601,"Ruch Chorzów","CHO","2014-09-19 00:00:00",53,"Balanced",48,"Normal",38,"Mixed","Organised",66,"Normal",65,"Normal",50,"Normal","Organised",43,"Medium",44,"Press",49,"Normal","Cover"
"1411",874,1601,"Ruch Chorzów","CHO","2015-09-10 00:00:00",47,"Balanced",48,"Normal",38,"Mixed","Organised",61,"Normal",65,"Normal",50,"Normal","Organised",43,"Medium",44,"Press",49,"Normal","Cover"
"1412",88,8658,"Birmingham City","BIR","2015-09-10 00:00:00",56,"Balanced",32,"Little",75,"Long","Organised",77,"Risky",62,"Normal",64,"Normal","Organised",42,"Medium",47,"Press",54,"Normal","Cover"
"1416",88,8658,"Birmingham City","BIR","2014-09-19 00:00:00",56,"Balanced",39,"Normal",79,"Long","Organised",77,"Risky",71,"Lots",56,"Normal","Organised",42,"Medium",48,"Press",54,"Normal","Cover"
"1420",894,10243,"FC Zürich","ZUR","2014-09-19 00:00:00",62,"Balanced",49,"Normal",46,"Mixed","Organised",47,"Normal",50,"Normal",54,"Normal","Organised",47,"Medium",43,"Press",56,"Normal","Cover"
"1421",894,10243,"FC Zürich","ZUR","2015-09-10 00:00:00",62,"Balanced",49,"Normal",46,"Mixed","Organised",47,"Normal",50,"Normal",54,"Normal","Organised",47,"Medium",43,"Press",56,"Normal","Cover"
"1426",896,9931,"FC Basel","BAS","2015-09-10 00:00:00",61,"Balanced",63,"Normal",46,"Mixed","Organised",66,"Normal",66,"Normal",54,"Normal","Organised",47,"Medium",58,"Press",53,"Normal","Cover"
"1428",896,9931,"FC Basel","BAS","2014-09-19 00:00:00",61,"Balanced",63,"Normal",46,"Mixed","Organised",66,"Normal",66,"Normal",54,"Normal","Organised",47,"Medium",58,"Press",53,"Normal","Cover"
"1433",897,10199,"FC Luzern","LUZ","2014-09-19 00:00:00",63,"Balanced",51,"Normal",51,"Mixed","Organised",54,"Normal",40,"Normal",66,"Normal","Organised",48,"Medium",53,"Press",50,"Normal","Cover"
"1435",897,10199,"FC Luzern","LUZ","2015-09-10 00:00:00",63,"Balanced",51,"Normal",51,"Mixed","Organised",54,"Normal",40,"Normal",66,"Normal","Organised",48,"Medium",53,"Press",50,"Normal","Cover"
"1439",898,10190,"FC St. Gallen","GAL","2015-09-10 00:00:00",52,"Balanced",46,"Normal",48,"Mixed","Organised",39,"Normal",39,"Normal",37,"Normal","Organised",40,"Medium",36,"Press",52,"Normal","Cover"
"1440",898,10190,"FC St. Gallen","GAL","2014-09-19 00:00:00",52,"Balanced",46,"Normal",48,"Mixed","Organised",39,"Normal",39,"Normal",37,"Normal","Organised",40,"Medium",41,"Press",52,"Normal","Cover"
"1442",9,8650,"Liverpool","LIV","2014-09-19 00:00:00",71,"Fast",48,"Normal",32,"Short","Organised",34,"Normal",41,"Normal",61,"Normal","Organised",51,"Medium",48,"Press",62,"Normal","Cover"
"1444",9,8650,"Liverpool","LIV","2015-09-10 00:00:00",66,"Balanced",60,"Normal",45,"Mixed","Organised",34,"Normal",34,"Normal",46,"Normal","Organised",51,"Medium",52,"Press",61,"Normal","Cover"
"1448",900,10192,"BSC Young Boys","YB","2015-09-10 00:00:00",52,"Balanced",56,"Normal",64,"Mixed","Organised",39,"Normal",66,"Normal",46,"Normal","Organised",44,"Medium",34,"Press",50,"Normal","Cover"
"1449",900,10192,"BSC Young Boys","YB","2014-09-19 00:00:00",52,"Balanced",56,"Normal",64,"Mixed","Organised",39,"Normal",66,"Normal",46,"Normal","Organised",44,"Medium",34,"Press",50,"Normal","Cover"
"1453",95,8197,"Leicester City","LEI","2014-09-19 00:00:00",63,"Balanced",36,"Normal",48,"Mixed","Organised",47,"Normal",62,"Normal",69,"Lots","Organised",58,"Medium",62,"Press",54,"Normal","Cover"
